textID,preprocessed_text,Length_of_Preprocessed_Text,class
019eec771e,balmain knockoffs bebe make sad want real deal shoes look cheapy cheapy,12,1
b91a241333,double kind http myloc fkl,5,0
8ee915a9e0,show tonight plans ughhhh,4,1
84477ead41,waking lazy worry,3,1
7e6fd5d697,placebo tix tori amos sale anticipating hot cake distribution,9,1
b42990837b,week bad one everyone love pretty face youre going fantastic concert tonight,12,0
5663be2fbc,asked sing yet aha coffee mornin time psychology past questions revision suck,12,1
1140507348,http twitpic com really missing place grandparents living calm country coming,11,1
84a0b6ff4a,kashtam wonder would similey csk,5,0
9236725e7d,yeah plus little far walk pinocchio sushi,7,1
cba905f962,salad krogers hungry,3,0
b5e55fd593,little girls shallowness annoy good side didnt straighten hair today looks decent,12,0
f3e302a52d,pee coffee sooo long break time letters write write used,10,0
6cd5fb5782,updated blog shows watching unusuals http digg com check,9,0
65cba10011,getting upset work cus bindz bullies not let duty free shopping,11,1
d23375f2e2,serious pain,2,1
b11272b594,let right one aparently drag hell also horrible cat nastiness,10,0
d2d4deeb43,not funny,2,1
5c211a0e68,tired alarm setting bed soon bloody iphone backup sync finishes,10,1
ad8d7ce222,stars needed,2,0
cb1c242455,sad assembly next block,4,1
90a479208e,hey wahts happening coffeclub didnt coffee two days,8,0
c60ca15d48,find chays keys gonna clean room tomorrow pop,8,0
504790b26a,bosworth hey,2,0
68695df983,means luv zulu xhosa probably spelt wrong lol not creative day tired translated,13,0
6bd4a0b146,heading home sacramento continue writing windows server unleashed book weekend sigh windows,12,0
4104b5ac4a,crash grilled chicken breast reefried beans gnite twitties,8,0
10094a592a,yaoo not sonnnny,3,0
a05ff539bd,man way yess time wake real lol,7,0
70c7892835,school wants read eclipse pages read,6,0
67d06a8dee,haiiii sankq fineee ima get checkup cos rib hurts lol idk shall fine thanks,14,0
9be60c1b72,problem not finished logged mass hours week not paid pop,10,1
36b95743f0,watching new season eleven dvd,5,0
1faf37b828,aye want cheesecake,3,0
1d201cb974,followers random spammers,3,1
e213be6eeb,dear stop snoring move middle bed please,7,0
69411fa336,back gym checkin email gonna watch old movie something little cool sit outside read,14,0
8d1756a180,morning got coffee,3,0
447dfb09e1,ary aaaww fall courseeee,4,0
67d3074369,fashion show done one slip cooking glass wine two,9,0
8326a50f87,darn craving wedding cake craving hard satisfy anything else,9,1
36dd1b2ffb,cool rite,2,0
9fccd68eb2,think although think ignored not good day,7,1
d26ddd661a,not fan day trainings novi one sleepy girl,8,1
297bc17467,last day dijon,3,0
366e385d04,want see maniacs come post,5,0
272ae98bc0,tuesday wednesday thursday friday exam wow,6,0
739e3b18bc,learned lesson hard way lost usb stick backup month old,10,1
e21a95b747,woman follow,2,0
47b8dd8456,vote wont let says closed votes category wanna vote,9,0
ca4877ecef,convo starts hours sitting away writing gis queries,8,0
a445fe640d,first day research edmonton general,5,0
a9ce0e0568,haha connected phone wifi,4,0
75828f878d,not like fishfingers not like fish seafood really enjoy,9,0
82b533aa06,dear not fun,3,1
c6388a7dd0,guess makes dot,3,0
b7a43d05e2,would rather bride last minute wedding stuff instead stuck behind desk someday,12,1
38184ee5fe,way inconvenient,2,1
d251fac5db,idol looking new sms sending solution http promotion itagg com get free sms every itagg,15,0
4aa44f1b04,agree mmm good miss eating tho,6,0
513627451f,yeaaaah lol insane,3,0
3cef251698,focused tom much not see beloved barack must vote poor president votes,12,0
f538b035ae,made want taco bell sara well going change jammies,9,0
a6340877e3,roll thursday,2,0
cfff74d6a3,follow aswel twitter follow lool www twitter com djarka koool,10,0
c4287c0723,western digital caviar black sata ncq way,7,0
9b35b19c37,everyone get buckonellen one topic things,6,0
e21e4b55e8,dave ask fix send sister lisette alejandra mexico,8,0
4921fcb7c4,absolutely gutted not going badu tonight guys fun got home need head downtown heat,14,1
47671f2b86,gonna make meme mother day card hop shower hop sleep,10,0
112e8afc05,squeeze bacon looks like poop,5,0
eb8fa26e76,lost without laptop break today made even bad big bosses skipton showed today,13,1
ff2458d377,definitely dont offended messing around various twitter apps strange things keep happening,12,1
b2c8a17eb7,still putt yards long hit driver,6,1
4e9c5f2abf,wish could call cost lot parents wont let,8,0
ad4f60c210,http twitpic com vld not like bangs want hair back,10,1
189879e1f2,mmmmmm coffee,2,0
4492448111,yeah not realize bad till,5,1
db1e64a6ce,birthday tomorrow everything worked fine end convinced not invite ppl not know,12,0
cc7a4083e8,fact made sure cookie never delivered,6,0
ac7b11c254,playing monopoly lil one cheating not much fun person absolutely idea,11,0
fd72aff4ba,awwww internet right drummer boi,5,1
8acedd6cab,excited see logan birthday weeks sad wont party not know kids tho,12,0
534ffa95e9,hey left never respond bacc,5,1
58eda20efc,lmao smh one threw,4,0
76381885db,far downtown minutes veggie burgers,5,0
e9fdfb3211,bicycle,1,0
c74dbd622d,got excited thought exhibit sydney not,6,1
a3ae670885,check http twittersucks com connect tweeple hate twitter,8,0
bbd9008d6d,bucher class cried,3,1
438088f1ab,guess work fusion otherwise boot directly vista online banking sucks,10,1
6562892a62,ife not forget cinnamon,4,0
c7f2f78593,save next time http blip,5,0
6e16803faf,always prob prioritizing ahead,4,0
0b9683bd22,deleted lott facebook friends ask friend want not idgaf,9,1
4aec85b115,driving insane really sterling knight playing chad dylan cooper sonny chance,11,0
8fcb176708,tour got canceled,3,0
6249c831a1,going actually read least sign fair,6,0
fc8acbd5f9,turn report done,3,0
3fbabb87b5,much work,2,1
16908fb56c,thought mom year award nope tad bit selfish,8,0
68f10bd43a,guess responding case,3,0
cbbb741406,wishing could soco climb instead stuck work weekend,8,1
1ea2319a8a,lol monkey,2,0
9e38c183ad,really thinks wee callum got last night,7,0
0d5675cb85,missy higgins kate voegele grace potter nocturnals,7,0
12db5e8af2,lol thanks showing site not tell hubby not,8,0
14d03fee74,not say leaving yesterday not see house anymore get back tear tear,12,0
8649a6c62c,turn back time make not hurt knee bad come mine never ignored,12,0
c8a6bb2681,kind hard see pic doggie pic not exist,8,1
2cba0fdc8f,likewise not know anyone uses gtalk likes not holding much hope,11,1
db28f06614,doin thing crib bout watch star trek yup,8,0
8a9bc6092f,street amazing weekend wedding fantastic really really tired work long eventful weekend,12,0
a8ea8e36b2,last day olina north shoreee,5,0
8a30db0a8a,tired day awesomeness cake time bit sleep,7,0
f07cf90a98,missing sunshine trying stay awake hours sleep,7,0
5142407755,computer got screwed hell viruses finished wiping drive reinstalling windows want mac,12,1
2ddb792fa2,mean figuring work,3,0
428802d196,really sucks feel bad least woke eight,7,1
b3d3b833f9,rachael makes want cry,4,1
a9867928fe,obviously not bad,3,1
f985c4e491,miss boo another note soready game come tonight fox grill anyone,11,1
b195dfe276,wasting deodorant aint goin aint havin company let funk,9,1
7036f5129c,tried battled processor nambu really good unintuitive,7,0
b63f6f0bf9,hungry sub,2,0
a860dd0243,aww sunny day tasty barbeque family got bad sunburn though,10,0
bf9927af4c,actually woke going attempt see natalyy,6,0
0a552d163d,foa real didnt really keep going many diff storys stuff hey wish neva,13,0
5383565acd,lil sad looks like nomore brooklyn wtf,7,1
bc0e5470c3,lose gut lol seriously gained lil not liking looks,9,1
79dc6a41f9,computer killed combo mirrors edge really poor win thermal management gpu one sad game,14,1
9e047ed52a,hell yeah kellynn got twitter finally,6,0
6b0ef16cbb,hopefully going back work tomorrow tired flu beside love working children fun play,13,0
0047d39e8b,mesaj eroare forbiddenyou not permission access photo jpg server ghicit,10,0
0c89c6fa08,hey call week gotta hang could use stress,8,0
2d68ef714b,winds nearly blew outfield,4,0
ed7436664f,almost pacing waiting ups truck package ichiban kan probably not est,11,0
0fc3980a25,feel depressed could not save thanks nothing,7,1
ec45e7ac3b,needs mug chinese not feel like,6,1
9683744f42,central lesson history states parasites always expand destroy host population stefan molyneux,12,1
5f145544fb,french paper,2,0
898aaa09ad,would help not poor lol mexican living automatically makes times poor,11,1
c811396dc2,layin bed headache ughhhh waitin call,6,1
1efdd67d78,girl ooc sorry keep missing,5,1
252164985f,prob idea meet guys met exs online dated pool dry,10,0
678d99802d,chillen gmas soooo humid outside,5,1
df5759695c,http twitpic com jake signing twitter,6,0
ef46802d90,listening cat snore,3,0
e60b496b41,wicked time leaving come cant stay night,7,1
4372714793,peter bar owner working way beers belgian coffin drinkers mort subite,11,0
49ec6f804d,guys soo unfair smh,4,1
558eca05f1,not call mexico not know code,6,0
d133c586c1,watching rain,2,0
c4bc1b4ad4,sad tea oatmeal cold,4,1
e3e793b8f5,whats twhirl work weekend thank god probably going miss red sorry,11,0
0549e452ec,anyone bored work,3,1
c0193894ca,shame,1,1
da608fb08e,omg feel bad good,4,1
2af437c472,check fly designed notary retrograde http rachellovespeace blogspot com let know think,12,0
cae6c206dd,yeah realise organiser dun let performing artist djs drink stage tight malaysian laws rules,14,1
1cd8d5467f,college work sucks much,4,1
503f1540e8,leg broke waiting untile,4,1
475c808b17,straightening hair,2,0
c70799b526,fever dont feel work,4,1
ceb57d45cc,think world hannah montana set missing tennessee alot today,9,1
a5318c0473,didnt get joke,3,1
1cc3569a5a,yeaaa got link,3,0
ef40dcc74d,done classes packing atlanits hope miley,6,0
3f6bcd840e,fell asleep beach not put enough sunscreen lol,8,0
e522456bac,bad depressing day ever,4,0
b96300b57e,test seo smo marketing try,5,0
c59d87fdd8,back buisiness,2,0
bcd744d024,fresh prince sleepy sleeps nightly routine gotta dmv early tmrw,10,0
619db8a90c,got bruise foot nowhere hurts,5,1
3ce92de734,not like waiting,3,1
80a0a9f2aa,crack mine threw mouth lil bit legs lol,8,0
ebcb14f8b5,counting minutes dad friend leaving,5,0
0835deb0d0,say cards,2,0
cea7a4580c,one load washing put away another load amazing house not look good efforts,13,1
90e83b1142,would not know phone,4,0
10fac7cfb1,nothing going guess,3,0
84d7d5febe,not sleep tech support emails back,6,0
6d2c23642f,coffee time back late kisses,5,0
1084eec26e,cupcake think get confused easy tho lol hope two stopped following know one already,14,0
4d015fc8b0,wondering money earnt financial year gone account like grand wheres rest,11,0
c08f716ce5,mymaths time cud read mind nerd durin exam,8,0
5a64bba465,much stuff car feel mpg going toilet,7,1
d590328e3c,twitteeeerrr babiieshow ive missed hate whole not phone thng,9,1
385e0fb48e,wearing pair trousers loose last year tight year,8,1
f6935311d2,aww noooo not sound great,5,1
56f394817d,watched wayyyy much beverly hills today not proud fact fail,10,1
e18ba82157,think pull,2,0
7f6a49a98b,eating breakfast drinking coffe strong coffe,6,0
413de9fc40,sweaty tired lap run gonna sun run next year matter,10,1
840a19bc35,spent whole day editing pro tools luvvv thing becoming quite pro gives insane headaches,14,0
2682e82587,gays made tonight,3,0
5310603095,illustrated hard argue cause makes great points not wrap heart around one,12,0
a7995f1950,one told mutual admiration society meeting morning lol boys,9,1
a27f7380cb,every element dom children single parent,6,0
cd7852c045,sudden craving broccoli cheese soup really bad hunger,8,1
e2ce122fec,realized friday party not get racing,6,0
3e73b119d8,sorry want call not aim couple hours need vent,9,1
532d442071,meeting time trying win something prize friday,7,0
22fa0e467e,gots summer job,3,0
f1c242622e,sorry hear abt firefox crashing,5,1
e971f5c130,could get easton could join,5,0
6f3566719e,hubby alarm song playing blame alcohol course could not get back sleep cause thinking joe cruise,16,1
b8fd4e60d8,reading taking notes undertanding none help,6,1
570fbfc87a,going shibuya meet mom get contact lenses shinjuku,8,0
3e6b71fda4,know maybe forgotten like christmas july,6,0
2c7f3984d7,home school watching show,4,0
774d03b2f9,well hopes seamless transfer blog however track running sometime eve,10,0
daae97f260,pretty happy things changed past months definitely best,8,0
0bd98627e6,buttfuck stupid silly forgetful,4,1
21891105a4,home alone not much,4,0
a18e89b252,really wanna see jonas brothers novemeber need find someone come,10,0
1613b8b2d7,though admit seems less less tempting time complete packages,9,0
1f8822eae6,poor ironing eek lol raining prob try get kids late exciting afraid,12,1
8e4415271f,http twitpic com hvr picture last year freshman year miss thos days,12,1
2cb7911332,picked kids challenger last time,5,0
22c931fd51,ill alright whip may not,5,0
3199d57295,modded not send back red ring death sucks took weeks get mine back microsoft,14,1
6b74e03b6d,got one stp step one vhs tried connecting video harddrive copy dvd didnt work,14,0
de45280fd0,obsession lol gonna water prob cold heck,7,1
2ddda5cb20,gosh hollyoaks sad tonite,4,1
f1c0904a85,yeah ford focus titanium get helicopter add top end luxury models unfortunately,12,1
1330397d8b,morning loads day goin walk get rid last nites haribo,10,0
a0848e88ad,not cookie wont comment heh girls sang crush btw wud know,11,0
560420c762,omg nightmare,2,1
1a674ca5ab,facebook decided annoying abusive add lots friends least distractions coursework,10,1
5a835ac93c,not worry soon,3,1
145e86a694,waiting car wash see say amara,6,0
672174f5a2,stopped raining fuckingtastic,3,1
1722cd3459,jealous not know able see conan,6,1
49fdfc3d3b,agrees,1,0
b30e49daa9,heheheheh lol always figured would send way got dupes felt bad not sending stuff,14,1
ead4e636bc,happened three weeks ago serial card fraudster loose,8,1
7ec39ac1a1,foggy,1,0
dc5ee645fb,not rooting ali twitter war,5,0
8fa50c76fa,dave meany,2,0
687aee2f7e,investigated whether could change username ermintrude someone already nabbed,9,0
b1b46cd067,dang need cousins didnt upload videos need late,8,0
51c2d21362,brief preview http bit ehcfp omg james creepy role scared,10,1
7afd74a542,friday feels boring time fun today not much mood either,10,1
cebd05a0c7,writing mild wild articles,4,0
ac67eedb18,stuff stolen gone,3,0
5ff42d84c8,put spoon,2,0
da6f322104,add link not find youtube,5,0
9e6ab3b0b5,wish someone would mamiya lens needs money,7,0
a61820a07f,right whole twitter silence experiment last four days murder inability mouth,11,1
59e971682c,lost bowling suck,3,1
d514d30d15,sleep wake soooo early,4,0
d208edf4bf,hate revision,2,1
4cd3252edd,ahhhh geometry like said not would graduated feel pain hun,10,1
d073fa9b62,kind miss certain someone already never get see,8,0
6122e9ce9d,totally forgot dgree show ensconced home wine ready bed,9,1
31c2d2d7a6,try put together list portfolio put together along little bio free time school stating,14,0
e75cfcc49a,gets home,2,0
956c294ddf,boo must deleted phone not find emails either,8,1
7fbb195ca0,email kidding wait filling form seriously,6,0
3d03953cdb,know right,2,0
d3e6d94552,really hates delayed trains especially minute delayed trains going late work,11,1
957f272e21,super bummed whitecaps game plans friends fell need home let sitter,11,1
3e4dc7ae2a,not know like cause never ask bout well guess right feel abit good,13,0
8c06e11a4d,head hurts bad,3,1
f088492e99,woot,1,0
3cff023bc6,awww waz uuuup seriously glad fun bad invite got lost mail lol peace,13,0
b260644257,feeling like ish wanna home mimis,6,1
8973703c88,got show early jackson chillen lil shorty,7,0
3a00255dba,twitter looks funny someone help,5,1
7be41c3b89,robertpatt,1,0
d5a8681d38,laying bed wishing could meet kellan lutz haha nerd dream,10,0
ff5673deb0,work supposed day much work get done plm world sigh,10,1
5498e0a2fe,coding going,2,0
a67ffa2d66,dear going kiddoe going sit nothing awesome wheres shopping,9,1
56bd08d6d6,lol things gotta sometimes man smh lol,7,0
074baaa99f,working hard drag not time tweet,6,1
e062826a60,miss girls happy mother day,5,0
33c647fa0b,yeah already called ask,4,0
119b073916,left people complete,3,0
f878b148c4,hahaha gutted birthday soon wait haha,6,0
9ac119f2d2,ever seem listen dirty days still greg parents,8,0
0c61206a16,not gonna ask boom boom morning,6,0
03cb3c01b6,work missing miami fam carolina,5,1
95a462e055,feeling sick day today arrrgh,5,1
4.26E+57,think fever,2,0
8fd3eeca66,instant internet marketing empire bonus recoup investment hours less http megaredpacket com aff,13,0
502880ec8b,darn cold keeps getting bad bought hayfever pills try maybe along,11,1
543cfb6ecd,not married silly man done long ago read tweets barely escaped paying alimony,13,1
4688288163,yup stil work,3,0
7a120a7055,relate frustration ruined blog many times updates warn times back,10,1
a9a40d5fcc,lol watching big bang theory late episode,7,0
cd66187d0a,hate song http blip,4,0
943aea9981,hungry,1,0
a348aea018,napppinggg work,2,0
748cbee96d,looks like alison,3,0
bd38d58f43,would not let download cos said little cry,8,1
b47dd76578,feels guility sorry bout http plurk com wyqow,8,1
7fb66b3ad5,wish unfortunately not able make gotta work gig today,9,1
5d33f6bac5,schade addict,2,0
d2ad2322d7,still feeling blah gave biiiiig dose insulin needed hours ago take last exam junior year,15,1
846c546859,nooooo hate traffic,3,1
82d1532224,twitterberry hates,2,1
17fcf9a88f,glad feel like cooking tired,5,0
eb798a7ab5,woke feels lazy time work damnit,6,1
c148cfebc9,hurt done trying,3,1
846e092fd8,idiots hahaha not work know alrighty mister done public may dancing today,12,0
d10dc5c41e,want someone come take pictures one,6,1
6f6e62720f,early lunch getting dressed amy confirmation,6,0
5825f93235,back busy wirting stars loves almos pages listenint afh,9,0
58ed2ea408,tonight last jay leno late nigt show,7,0
70309f67d5,close entering pogue book today world according twitter yet seem far,11,0
33db173eb6,soooooooo hungry wat eat,4,0
1737b06480,aww sad stupid crapped phone deciding would screw never work arghhh,11,1
2d6c2b54f1,reality gonna feel tomorrow tonight coffee laxative writing coming,9,0
e12d2d7e48,spending day chatting steve computer going work,7,0
0f29927526,starting class today start medisoft,5,0
26b3a9cf93,sooooooo not happy wattching disney channel rubbish rubbish rubbishhhhhh didnt get jonas poster dude wasnt,15,1
a4b4786a09,found minutes ago mama said speech still slurred seems,9,0
1f206c3346,going kennel dogs going watch goblet fire,7,0
77598684ac,awake hours ago checked twitter,5,0
8de5a13ea2,wonderful people life think handle small doses cud every hour everyday,11,0
641bc43223,still devastated manchester united losing ucl final,7,1
4dbdcda357,man cant sunday cause helping day piano recital sucks,9,1
9b5238a01f,http ping urgp mpaa shows videorecord via,7,0
8fd4b766fa,preschoolers bowl hundred weigh lbs today last day year,9,0
347155a229,sad celeb story week http bit,6,1
2e7c0c9e74,not mtv going fmlllll,4,1
04f7a0b0f0,thought tying shoe could not figure,6,1
1990d1f25b,give year old golden retriever away another family today sad http bit,12,1
5f2c8945cd,not reasonable gotta wake early tomorrow first day holidays great evening,11,0
5f3241d6df,dude dia tenho curso drc flash expert,7,1
fe08575d6a,coffee,1,0
e6add00db8,playing man utd kick champions league leg lol,8,0
51373f5fde,slept till shooting new vid today,6,0
7d41c25c44,sleepy not even late fail,5,1
2a2b5d0558,lord idea spout getting anyone,5,1
362d0998b1,going make,2,0
3ca79f00a1,ohshnapsss pissed blair usual hahah yeeeah bake cookies,8,0
5502e089a6,includes chota chota stuff released reflexie arcade,7,0
e95b3cc20f,going watch supernatural shall return afterwards,6,0
f0be9dbc01,rehearsal gonna miss game please keep updated nuggets,8,1
e85af5bacd,still sick thinking naming puppy june,6,1
344fd7ac1f,missing qualifying think david reutimann leading,6,1
1b964555f4,drop girl got heart sure leave broke bleeding know turn back,11,0
257ae8e5d5,son birthday weekend taking mexican meal major game buying spree miss lego days,13,1
67e286c790,thought would win fabulously bots side,6,1
d1f4815938,could get honours,3,0
e1035326b2,leaving work,2,0
9.11E+15,work gotta bed soon,4,0
d6595924db,way bought today aswell twice cos pre ordered aswell cya late,11,0
61184774f4,not yet never texted backk,5,0
de06f9c2f3,annoying makes girls follow sports knowledgable look dumb,8,1
d43394a352,skies team edward would watch back,6,0
efaac7b587,bored homework done master program friday nite wit nutin,9,1
712206244b,time gtalk pls make follow count,6,0
01f3b75b69,not gauge time day office anymore bad friggin casino waitresses smoking booze,12,1
0a24bf3d0a,bree say otters favorite besides fact slowly killing shell open,10,0
c42ec9afdb,big ginger white male cat little female tortoiseshell indoor cats rule house,12,0
099307c23f,ready weekend see flash flood warnings around,7,0
94685b4441,cullen yes yes,3,0
dcc26e121a,yayyyyyyyyyyy thats far away,4,0
f3617df4a9,lmfao omgosh first heard song felt like gonna pee omgosh waltzer man lol xoxo,14,1
cdecbcc985,whoa sack chasing whores soo character say bring back sweet superman,11,0
b4bb386488,wat riverside,2,1
1cf5aaccd2,iowa like sometimes gets frustrating,5,1
8e2805b232,feeling much less alone love fitzcarraldo people mention idea talking,10,1
c3a3d2b1ec,would totally take prom hadnt already gone sorry lol,9,1
3c4b0058b3,not eating lunch wife like wanted,6,1
24ad5b316e,sleeping would home sooner accidentally killed bambi way home,9,1
fa107f1cf6,might end like poor bus driver kinda weird wish today,10,1
664c391020,phone updated got camcorder phone mine not updated chit not fair,11,0
4ce03d596c,want travel little,3,0
d3237c8fb3,whatcha reading,2,0
e2a32fb6de,finally home enjoying rest day azongo smoke fest woot mmot miss,11,0
99f22ca509,letting read,2,0
0167c461c6,headache boo,2,1
d78b13add7,partied sml elitecamp rock steady crew ladies wow course crazy legs holla lmao sober totally sober,16,0
011e11f212,start work moro not looking forward,6,0
5eb0e374b2,lame,1,1
c785f6ec88,via meetings,2,0
129926be2c,yes know gross haha good,5,0
e451131bc1,awwww love car soooo cute tonight love carl old sad lol,11,0
a241c8c057,next song axed ombra mai largo ndel,7,0
14a5efa2f3,mean post concert blues lol well soooo know mean,9,0
52e0f1f09a,retiring tonight show bummed awesome congrats dear,7,0
67e807a999,watchin jonas,2,0
e19a478d4e,massive headache argh,3,1
188d3cea0c,cold beach sucky,3,0
084f66e87b,hey jesse background let know think http tinyurl com yuj,10,0
20ec83cd7e,hell going last night morning sucked moving tonight,8,1
3b7c6be2f1,thinking lunch soon food,4,0
73aa615134,wish moved san diego depressed miss sunny san diegoooooooo,9,1
d632d916e1,omnomnom came online unread emails well backlog yesterday http tinyurl com lxjdjc,12,0
872784b2c4,empitome epic fail know epic fail,6,1
30e1f519e3,nope nott planning aunties come america havin big family meal cant,11,1
37e1489a21,found abuelo aguadilla not well,5,1
aa47a9bec9,debating whether bed start reading last harry potter book even though soon start reading not wanna stop,17,0
7d41dbe15c,could barely speak probably thinking weirdo looool say sorry please,10,1
d3c17bff45,problem flash isnt gpu accelerated atom not play youtube hulu fullscreen big deal plex,14,1
ecca496740,bad case cenario show offf white mask scare everyone even good everyone wear mask besides,15,1
ca34f342a7,thing sucks holidays worrying pets cats tgthr cat resort jonesy not much company dad law,15,1
cf2f393f1f,went bought big redbull could find going long day office,10,1
49e24a4501,nooooo raining leave beach,4,1
bfec502a34,sitting nan bathroom dying hair factor auditions tomorrow,8,0
cebd231151,cleaning room,2,0
07e6ccba80,change practice pools someone threw normal pool,7,0
b93671fc65,everybody leaving work early except,5,0
47105d9153,ill check,2,0
53dc5649da,happened thought coming back today,5,0
5a1a796f9d,cut finger,2,1
92cf0bcb35,coolin know,2,0
b1614bcb24,justin timberlake easily become reiki master http tinyurl com reiki,10,0
627b9f89a8,home taking nick home little light pocket flashed speed camera,10,0
829fd30504,nail broke haaaaaaaaate,3,1
84877b1395,make fun,2,0
f8ae37a238,girl get baby going bed,5,0
8b73d55b3e,not school,2,0
fe25c5bffb,look following,2,0
2145618884,gonna suck sober one tonight,5,1
519a7cc840,binstruct suffers update mib package developer package holidays,8,1
a3cfe5a616,pingpong male strippers lmao,4,1
a3a881391a,slept missed bus train delayed not stop stop late work heelllll,11,1
074ec90ae2,kbal sorry feeling way,4,1
143e8aebc4,twitterring facebook ing blogging myspac ing bullshitting,7,0
4ba7c470aa,hun okay see alot posts exercising like mad not eating sleeping,11,1
7603581410,last night bad guys tried enter garden alone really got scared feel really stupid not funny,16,1
b6aa4ebb14,everyoneeeeeeeeee,1,0
3314e0f981,grrr not even practice trumpet vocals glands neck hurt much guitar,11,1
96da642f46,far sick sing got post nasal drip sore throat sent sorry not email,13,1
d76ba31ee2,hmmm bout boi jammin sum john stephens,7,0
e0e7017bfd,shocked puts things whole new empowering light,7,1
a173ba1179,http twitpic com ltb finito hunk hunk burning love believe camera phone stuffed stupid blurryness,15,1
0157208f9a,haha tell remember,3,0
bd64243d7c,not enough close contacts twitter follow friday followfriday,8,0
ef54450c61,omg supernatural good news week,5,0
71fa625813,listening broken lifehouse repeat,4,0
1908e2c7d6,today good day cold,4,0
9afe83da6a,completely exhausted thanks yesterday home yet,6,1
35bb52e072,days text messages month,4,0
25a4f035bc,lia grabbed way work,4,0
e0dcf23a90,cant get along,3,1
796b92f91b,first thought never even watched dragonball,6,0
ce277c9380,gonna bed soon friday soon would like plug,8,0
d1c5320224,aww yeah feel know hard,5,1
7372afb42a,heart isnt cold still missing,5,1
8492b60a69,hice una maruchan,3,0
a6204153cb,gal course cough mean hours extra testing debugging time,9,0
ba9467d823,actually also thought mother day may remembered pentecost uselessly complicated would say,12,1
3bd1f0644d,online www dujourmag com subscribe,5,0
1cb1d5cf50,pretty sure sat wrong train going wrong way bah,9,1
3d72bd6c6a,hope recorded pit game find didnt record lucky not leafs woulda lost,12,1
983dfecd25,gonna laundry never laundry hotel miss even though ignore even check,11,1
68a56eca92,uuuups today mother day forgot work end sigh thank remind,10,0
de1dc19b23,spent minutes looking aud,4,0
da30ee290e,sportsmens warehouse finally got field points use arrows,8,0
b159318d76,bah coworker ran work late bag smacked knee really hurts,10,1
309d756838,awful online portuguese test,4,1
3bf1999f2f,trully awful day,3,1
8d9f0090b0,think may look little silly also camera broken photo,9,1
dbe55d814b,haha chance tweet rubbish back,5,1
698124aa32,period hate class not wait home happy person world wen home,11,0
6899e9aa17,waaa octo drive not,4,1
ce8d751c03,not wish,2,0
f150c43b3d,poor bella first second ear infection since ears infected screams blood curdling,12,1
d6b4aa81ee,fevered imagination son,3,1
0b09f12a98,might child never one already apologised,6,1
374384a4dc,not get although religious thing think let one slip,9,0
c31920074e,good morning good old germany wanna say hello new york not love not really,14,0
1407d73622,show discretion occasionally,3,1
7dad90e273,spoke soon still nice evening lots broken cloud coming south,10,0
761a292745,not mad please puppy dog eyes,6,1
df0d124770,going bed hung aaron robin took aaron sunnys,8,0
b4202309d4,competition around corner not take slow least week twisted ankle back awfully painful,13,1
8e2855ef79,farrrrr pdhpe assignment due next week english homework,8,0
26ac912cc5,csi comes back aus lies silicone evryone east coast tune tonight pleaseee,12,0
200a6a20e1,going cali like two weeks nor cal,7,0
3d1d0de705,annoyed overwhelmed,2,1
0f06411054,dont think tour went fast,5,0
9d35babf8a,early bird see,3,0
5cfb77397c,long day office tiring week,5,1
df19a216dd,part neuroanatomy take home test http tinyurl com,8,0
8b211e20c3,think lucky also broke fingers school window sash broke fingers like pancakes sill,13,0
89e4eed832,not one yet hopefully ponying one soon definitely hitting wall,10,0
743b62f788,got little much sun today,5,1
57c787ac17,think got invisible glass shards hands cause fingers keep painful pokey feelings,12,1
f5bb526d5d,working fridaaaayyyyy,2,0
6c424ebd7e,back home palmdale bed mommy,5,0
2f3956e8d0,somehow cant reply message lol yes know thank youuu,9,0
bde6f3102e,cam sesh lined tomorrow winner ill post screen shots friends unless convince otherwise,13,0
96b9af9a9b,forgot montel quote good one,5,0
93d4008ef1,testing hey gotta add someone follow,6,0
0cc16f71b1,bugs attacking laptop,3,1
5cb12564d6,adam lambert version feelin good head miss idol already,9,0
5430711939,sawn three times,3,0
8c03c271d5,still working music grades outside deck sun behind big gray cloud,11,0
84a051fc49,yoko ono follow wherever may,5,0
7649101296,lol kalahari net marketing may,5,0
c5bee8f356,chillin bit bored boohoo,4,0
535bd2fe9b,new friend called shame,4,1
4994f93bd6,bit tongue sooo bad swollen,5,1
761282afdf,bird flew window parents house snapped poor neck gotta bury,10,1
55d08dccb3,might not get movie night week unless like really early morning lol,12,0
832c4aadf3,sweltering afternoon wonder creepy slithering snakes heading creek nasty things swim frightening detail,13,1
43feef1b8c,little bit drink not actually strong anymore,7,0
da21fdc4f6,not know feel empty lolll cheesy true,7,1
9f7c258724,blaze head hurts,3,1
75ca4d46a4,looking sister facebook miss yani,5,1
ecf25bb855,hope theyr wrong need,4,1
0fb2ba52e5,looking window beautiful blue sky great forecast weekend not good cinemas,11,0
ebd85d353a,iono guess getting twits,4,0
e941b944d8,lapit magout lapit fated love hehe http plurk com rrj,10,0
2035d3e160,hey twitter friends tho,4,0
5b5cede748,chili cheese fries bad idea lunch,6,1
0feaa9fc45,yes yes nap read gossipy mag one handy,8,0
21772a3cfb,aint list hurt,3,1
1a97bf0e6c,made seamless connection toro toro quebec two,7,0
60863476b7,looked great sick yesterday sorry not really make effort say preoccupied,11,0
